General Input/Output section (file.cio):                                        
4/9/2015 12:00:00 AM ARCGIS-SWAT interface AV                                   
                                                                                


 Year  Day Step  FLOWm^3/s    SEDmg/L   ORGNmg/L   ORGPmg/L    NO3mg/L    NH3mg/L    NO2mg/L   MINPmg/L   CBODmg/L  DISOXmg/L   CHLAug/L SOLPSTmg/L SORPSTmg/L  BACTPct/L BACTLPct/LCMETAL1mg/LCMETAL2mg/LCMETAL3mg/L   TEMPdegC
 1985    1      0  0.161E-04  0.000E+00  0.118E-04  0.295E-04  0.529E-02  0.396E-01  0.696E-05  0.237E-03  0.000E+00  0.900E-02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.703E+01
 1985    2      0  0.238E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.309E+01
 1985    3      0  0.284E+00  0.621E+03  0.142E+01  0.398E+00  0.416E+00  0.259E+00  0.258E-01  0.122E+00  0.000E+00  0.127E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.462E+01
 1985    4      0  0.236E+00  0.235E+03  0.236E+01  0.639E+00  0.100E+01  0.516E+00  0.646E-01  0.270E+00  0.000E+00  0.119E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.680E+01
 1985    5      0  0.332E+00  0.264E+02  0.368E+00  0.960E-01  0.755E+00  0.117E+00  0.126E-01  0.541E-01  0.000E+00  0.120E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.684E+01
 1985    6      0  0.339E+00  0.281E+01  0.335E-01  0.847E-02  0.530E+00  0.263E-01  0.310E-02  0.806E-02  0.000E+00  0.111E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.100E+02
 1985    7      0  0.338E+00  0.674E+00  0.484E-02  0.115E-02  0.465E+00  0.162E-01  0.209E-02  0.267E-02  0.000E+00  0.108E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.113E+02
 1985    8      0  0.346E+00  0.102E+00  0.623E-03  0.146E-03  0.440E+00  0.123E-01  0.139E-02  0.131E-02  0.000E+00  0.114E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.924E+01
 1985    9      0  0.378E+00  0.126E+02  0.318E-01  0.789E-02  0.431E+00  0.192E-01  0.279E-02  0.430E-02  0.000E+00  0.105E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.124E+02
 1985   10      0  0.331E+00  0.691E+00  0.359E-02  0.876E-03  0.373E+00  0.127E-01  0.144E-02  0.152E-02  0.000E+00  0.113E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.961E+01
