19830101
33.021,24.355
33.49,24.532
32.241,23.563
32.591,23.736
30.993,20.909
31.129,20.487
30.582,21.433
32.406,20.116
32.006,20.062
32.508,22.155
32.254,22.287
32.507,20.602
33.919,20.337
33.337,20.146
33.057,20.976
33.121,22.389
32.966,23.054
34.528,21.602
32.687,20.148
33.272,22.422
33.95,23.262
33.48,23.609
33.105,23.691
33.954,22.364
33.61,20.554
32.536,18.625
32.91,19.689
33.389,21.385
32.763,22.646
33.065,20.701
32.657,20.048
32.886,20.587
34.021,22.032
33.475,20.394
33.742,23.666
33.64,23.363
31.636,23.947
33.806,23.603
33.498,24.135
34.108,25.108
34.731,25.316
34.199,24.931
33.009,24.745
34.3,24.322
34.83,25.306
35.636,25.801
34.006,25.753
33.223,25.427
33.355,24.809
32.077,24.573
33.162,24.741
35.219,25.173
34.986,25.886
34.11,25.031
34.695,24.756
35.528,26.037
35.006,25.779
32.584,25.788
34.711,25.081
32.911,26.242
33.426,25.684
34.353,25.622
33.192,24.525
33.769,24.858
33.183,24.629
33.767,23.816
34.389,24.443
33.683,24.214
32.878,24.217
33.414,24.695
35.302,24.492
34.37,24.448
34.665,25.209
34.813,24.895
32.647,24.905
33.01,25.086
34.104,25.299
34.532,25.309
34.1,25.998
33.531,25.587
33.878,25.011
34.032,25.639
34.518,25.379
33.848,25.286
33.14,25.799
33.932,25.715
33.765,25.698
33.067,25.644
33.775,25.535
34.022,24.866
31.037,24.109
32.653,24.01
32.362,23.318
33.816,23.618
34.267,25.157
33.071,25.181
33.285,25.134
32.895,25.149
33.566,24.897
32.38,24.35
31.575,23.591
33.147,23.884
33.329,24.966
32.936,24.905
33.357,25.003
33.86,25.399
33.742,25.166
33.504,25.839
32.769,25.057
32.903,23.442
32.805,24.881
33.217,25.8
32.853,25.834
33.899,24.938
34.239,25.036
33.242,25.033
33.219,24.254
32.827,23.542
33.073,24.617
33.271,24.536
33.228,25.847
31.828,24.932
32.379,24.356
33.737,25.072
33.612,24.419
32.609,25.126
33.668,24.313
32.985,25.302
33.794,25.179
31.455,25.062
32.868,24.765
32.869,25.204
33.484,25.001
33.106,25.479
26.75,23.756
31.822,24.278
31.809,24.558
32.022,24.788
29.344,25.472
32.023,24.955
30.562,23.688
31.277,24.499
32.05,23.856
31.92,24.295
31.506,24.043
30.679,23.266
31.075,24.808
28.476,23.618
29.651,22.532
29.731,24.012
30.73,23.407
30.861,25.014
30.957,25.21
28.178,23.987
31.815,25.098
32.333,24.993
32.565,24.858
32.649,25.635
31.276,25.24
32.486,24.818
30.452,24.807
27.427,24.853
30.402,23.675
30.235,22.406
28.229,24.735
28.509,24.165
29.689,24.786
29.14,24.107
28.936,24.521
29.012,23.89
28.316,23.3
29.101,23.702
29.924,24.711
29.256,24.491
25.839,23.307
28.911,23.605
27.051,23.99
29.14,23.73
28.09,23.931
28.042,24.102
28.254,23.05
26.28,21.468
28.201,21.708
29.263,22.925
28.599,22.999
28.311,23.384
29.302,23.025
28.105,23.035
28.555,23.152
28.367,22.515
28.246,23.081
29.256,23.624
29.074,23.226
27.271,22.535
28.475,22.314
28.555,23.212
28.528,23.41
27.287,22.682
27.785,21.199
28.391,21.433
29.09,21.801
27.533,22.75
27.81,22.987
27.337,22.591
27.867,22.57
28.347,23.25
29.085,23.499
29.138,23.179
27.767,22.803
27.432,22.814
26.823,22.856
26.592,21.045
28.949,20.75
29.075,20.333
26.069,21.585
28.686,21.905
27.649,21.93
28.565,22.382
25.092,22.683
27.117,22.125
28.258,21.648
28.937,21.689
26.814,22.379
27.411,22.534
27.08,22.517
27.635,21.846
26.8,21.162
27.376,21.441
27.563,22.345
27.118,21.404
27.625,21.292
26.445,22.044
27.141,22.291
27.513,21.311
28.054,21.932
28.883,21.407
28.649,22.36
29.693,22.864
29.092,22.248
28.041,22.575
26.624,22.905
27.548,22.976
29.081,22.463
28.174,22.539
28.392,22.483
30.424,21.835
30.093,21.954
28.31,23.198
28.14,23.09
29.293,23.293
30.631,22.758
26.836,23.351
26.844,23.091
27.953,22.822
28.61,23.05
28.746,23.229
28.268,23.073
30.068,22.887
29.157,23.021
28.25,23.488
28.741,23.4
30.078,22.631
28.414,23.061
30.111,23.316
28.838,22.897
30.474,22.802
30.742,22.497
30.543,23.566
28.851,22.941
29.973,23.067
29.737,23.1
30.728,22.964
28.134,23.166
29.333,22.554
30.843,23.068
30.766,23.407
30.207,23.068
30.262,22.684
31.101,22.793
30.06,23.288
30.608,23.399
31.563,23.704
31.934,22.776
30.853,23.587
30.874,23.995
30.698,23.632
31.139,23.028
32.136,23.41
33.045,23.268
31.494,23.352
30.923,23.828
31.907,23.55
31.5,22.966
31.168,22.705
30.813,23.323
30.905,22.468
30.632,23.119
31.008,23.452
31.862,23.142
32.453,23.208
32.77,24.497
31.929,24.06
30.219,23.926
31.916,23.414
32.845,24.926
33.427,24.707
33.44,25.168
32.343,24.811
33.258,24.958
33.312,24.928
32.644,24.776
32.089,23.62
32.33,24.745
30.892,24.581
32.25,24.303
32.487,24.143
31.947,24.22
31.038,22.611
31.965,24.161
31.797,25.162
32.693,24.477
32.325,24.55
31.738,24.881
32.157,23.843
32.244,24.332
31.546,24.203
30.723,24.368
32.632,23.489
32.348,23.948
32.204,24.199
31.51,23.825
32.445,23.198
30.871,23.617
31.024,22.252
31.421,23.675
31.535,22.691
32.603,23.665
31.567,23.02
31.869,22.962
31.75,23.631
32.304,23.381
32.158,24.171
32.601,23.886
32.223,24.707
30.383,24.383
32.343,23.172
32.748,23.949
32.558,23.209
33.758,23.563
32.155,23.315
32.48,25.121
31.752,24.556
32.602,24.541
32.238,24.09
31.949,24.027
32.085,24.294
32.121,24.443
32.826,24.416
33.164,24.069
31.041,24.06
31.266,23.971
30.522,23.68
31.326,22.238
31.972,23.094
31.969,24.019
32.259,24.226
32.067,23.92
31.996,23.782
31.936,23.485
31.729,23.719
33.204,24.533
33.705,24.768
34.192,24.864
32.097,24.608
32.538,24.47
32.972,25.184
32.922,24.871
34.721,24.324
33.154,24.193
32.867,25.085
33.288,24.115
32.544,24.932
32.824,24.864
33.055,25.262
32.577,25.677
31.878,24.955
33.216,24.58
33.831,24.884
34.41,24.745
34.595,25.406
33.865,24.974
35.152,25.63
34.421,25.917
33.679,25.638
33.166,25.563
35.875,25.722
32.152,24.721
33.196,25.777
34.221,24.792
34.275,25.781
33.172,24.126
33.24,23.858
33.217,22.925
34.063,22.265
34.736,22.162
34.129,23.854
33.966,24.458
35.17,25.449
33.722,25.816
33.014,25.556
32.874,25.336
33.6,25.432
34.053,25.565
33.478,25.093
33.303,25.392
33.994,25.744
34.015,25.321
32.969,25.1
34.367,25.445
34.214,25.223
32.627,25.15
31.848,25.486
33.341,25.145
32.954,25.141
34.273,25.203
32.653,25.446
33.782,25.754
34.235,25.104
33.635,26.344
34.16,25.524
32.875,24.875
33.634,25.033
34.575,25.871
31.283,24.7
32.389,25.551
33.722,25.2
33.526,25.299
34.608,24.813
34.059,26.639
32.383,25.835
33.438,23.861
33.798,25.842
33.651,26.036
34.918,25.964
31.759,24.869
33.737,24.117
33.303,25.918
32.727,24.495
32.226,25.814
34.323,26.256
32.774,26.704
33.955,25.568
31.984,25.906
33.219,26.377
34.166,25.8
32.56,26.361
32.165,25.758
30.359,24.877
32.404,24.724
31.104,23.145
31.994,23.867
33.219,24.475
31.629,23.82
32.932,23.901
32.398,24.157
34.191,23.663
32.849,24.746
33.16,25.116
32.303,24.513
32.554,23.643
33.277,23.679
33.453,24.293
34.576,24.991
32.944,24.644
32.183,24.199
34.463,24.614
34.859,24.043
29.064,23.957
31.015,23.538
33.621,25.337
31.184,24.113
31.98,23.552
31.312,23.87
33.115,23.436
32.292,25.1
31.519,24.637
32.35,25.087
32.393,24.096
33.509,25.865
32.111,25.423
31.487,23.495
32.673,24.681
32.799,24.185
31.957,25.205
32.821,24.921
33.606,24.548
32.167,23.56
32.909,24.715
32.128,26.148
31.683,24.138
31.565,24.779
32.573,24.252
31.517,23.8
30.528,24.375
30.716,23.582
31.934,24.625
31.399,25.068
29.503,23.57
31.122,24.436
31.737,23.341
31.627,23.936
28.982,22.981
29.068,22.158
30.726,23.975
