ID,NAME,LAT,LONG,ELEVATION
430111,AF_430111,5.6754198,0.0245833,18.9818001
430140,AF_430140,5.72542,0.0245833,32.3792992
430141,AF_430141,5.72542,0.0745833,1.3099999
430171,AF_430171,5.7754202,0.0245833,37.1946983
430172,AF_430172,5.7754202,0.0745833,11.7040005
430205,AF_430205,5.8254199,0.0245833,37.2565994
430206,AF_430206,5.8254199,0.0745833,28.7747993
430239,AF_430239,5.8754201,0.0245833,32.7876015
430240,AF_430240,5.8754201,0.0745833,43.6408997
